📷 Upload an image of a character,🎯 Model Type,🎯 Prediction,timestamp
.gradio\flagged\ Upload an image of a character\173a3a12bbb6424b0f34\IMG_20251105_220214-removebg-preview.png,letters,"{""label"": ""I"", ""confidences"": [{""label"": ""I"", ""confidence"": 0.70883709192276}, {""label"": ""L"", ""confidence"": 0.2866586744785309}, {""label"": ""R"", ""confidence"": 0.002060864120721817}, {""label"": ""J"", ""confidence"": 0.001011835876852274}, {""label"": ""N"", ""confidence"": 0.00034488827805034816}, {""label"": ""C"", ""confidence"": 0.00022219422680791467}, {""label"": ""H"", ""confidence"": 0.00017918969388119876}, {""label"": ""S"", ""confidence"": 0.00015440753486473113}, {""label"": ""V"", ""confidence"": 0.00011411799641791731}, {""label"": ""F"", ""confidence"": 0.00010708285117289051}]}",2025-12-05 23:30:51.252110
